title,주소,Latitude,Longitude
남양주 별내대우푸르지오점,경기 남양주시 별내5로 189-130,37.6651187,127.1313923
남양주 별내신일유토빌점,경기 남양주시 별내동 1050,37.6489552,127.116809
남양주 별내유승한내들점,"경기 남양주시 송산로 277 (별내동, 유승한내들 이노스타)",37.6619383,127.1316319
남양주 별내한화꿈에그린점,"경기 남양주시 별내4로 8 (별내동, 한화꿈에그린아파트)",37.6443927,127.1135744
남양주 별빛스마트해법수학점,경기 남양주시 다산중앙로82번길 84 (다산동),37.6197169,127.163921
남양주 오남금호어울림점,"경기 남양주시 오남읍 진건오남로 472 (오남리, 금호어울림아파트)",37.6776033,127.2081353
남양주 오남어람초점,"경기 남양주시 오남읍 진건오남로550번길 8 (오남리, 한신1차아파트)",37.6816916,127.2121101
남양주 오남푸르지오점,"경기 남양주시 오남읍 진건오남로759번길 70 (오남리, 남양주 오남 푸르지오)",37.6955138,127.1996955
남양주 진건한신4차점,"경기 남양주시 진건읍 진건오남로86번길 38 (용정리, 한신그린아파트)",37.6581084,127.1821439
남양주 진접 해밀신안인스빌점,"경기 남양주시 진접읍 해밀예당1로 66 (금곡리, 해밀마을신안인스빌아파트)",37.713715,127.1894725
남양주 진접메소드학원점,경기 남양주시 진접읍 해밀예당3로 95,37.7182132,127.196962
남양주 진접반도유보라점,"경기 남양주시 진접읍 해밀예당1로 145 (금곡리, 반도유보라메이",37.7201796,127.1938361
남양주 진접센트레빌1단지점,"경기 남양주시 진접읍 부평로 42 (부평리, 진접센트레빌시티1단지상가)",37.7391958,127.1988912
남양주 진접신도브래뉴점,경기 남양주시 진접읍 금곡리 1115,37.7215983,127.2057576
남양주 진접신안인스빌13블럭1점,경기 남양주시 진접읍 해밀예당1로 298 (금곡리),37.7247876,127.2081839
남양주 진접폴리점,경기 남양주시 진접읍 금곡리 1095-2,37.7148892,127.1984607
남양주 청학주공2단지점,경기 남양주시 별내면 청학로68번길 23-1,37.7096122,127.119577
남양주 청학주공3단지점,"경기 남양주시 별내면 청학로68번길 23 (청학리, 청학주공3단지아파트)",37.7097976,127.1185073
남양주 평내가우스점,경기 남양주시 평내로29번길 41,37.6454087,127.2349714
남양주 평내메트로원점,경기 남양주시 평내로 145 (평내동),37.6439398,127.2357517
남양주 평내상록데시앙1점,"경기 남양주시 경춘로1286번길 35 (평내동, 상록데시앙아파트)",37.6467232,127.2383094
남양주 평내유진마젤란점,"경기 남양주시 평내로 89 (평내동, 평내마을유진마젤란아파트)",37.6434196,127.2360166
남양주 평내중흥1차점,"경기 남양주시 평내로 146 (평내동, 평내1단지중흥에스클래스아파트)",37.6459271,127.2418336
남양주 호평동원점,"경기 남양주시 호평로 93 (호평동, 동원로얄듀크아파트)",37.657022,127.250639
남양주 호평알프하임107동점,경기 남양주시 호평동 산 37-19,37.6507792,127.2543314
남양주 호평한라비발디점,"경기도 남양주시 늘을1로 270 1808-401 (호평동, 한라비발디아파트)",37.6573873,127.2542978
남양주 호평현대아이파크점,"경기 남양주시 늘을3로 7 (호평동, 호평동현대아이파크)",37.6605716,127.2413714
남양주 호평효성1호점,"경기 남양주시 호평로 118 (호평동, 효성백년가약아파트)",37.655439,127.253308
남양주 효성해법수학점,"경기 남양주시 호평로 134 (호평동, 호평아카데미)",37.6672087,127.2466158
남양주도곡초점,경기 남양주시 와부읍 덕소로 180,37.5801681,127.2157275
노원 공릉동신점,"서울 노원구 공릉로 211 (공릉동, 동신아파트)",37.627606,127.077609
노원 공릉우방1호점,"서울 노원구 노원로 58 (공릉동, 우방아파트)",37.625996,127.08608
노원 공릉초점,서울 노원구 공릉동 598-18,37.6196843,127.0736685
노원 공릉태강1호점,"서울 노원구 공릉로34길 38 (공릉동, 태강아파트)",37.6234994,127.0831875
노원 공릉풍림1점,"서울 노원구 섬밭로 139 (공릉동, 공릉풍림아파트)",37.6296676,127.0670146
노원 공릉한보점,"서울 노원구 공릉로46길 19 (공릉동, 공릉동 한보에센시티아파트)",37.6280002,127.0802052
노원 공릉화랑점,"서울 노원구 화랑로51길 78 (공릉동, 비선아파트)",37.6256129,127.0874016
노원 뿌탄스마트해법수학점,"서울 노원구 동일로215길 48 (상계동, 상계주공3단지아파트)",37.6520258,127.0583204
노원 상계미도점,"서울 노원구 덕릉로 459-18 (상계동, 미도아파트)",37.6927725,127.0620423
노원 상계벽산1호점,서울특별시 노원구 상계동,37.6729909,127.0703498
노원 상계벽산점,"서울 노원구 한글비석로 396 (상계동, 벽산아파트)",37.6352779,127.0643203
노원 상계보람1호점,"서울 노원구 한글비석로 474 (상계동, 보람아파트2단지)",37.664735,127.064591
노원 상계불암대림점,"서울 노원구 덕릉로 730 (상계동, 상계불암대림아파트)",37.6631637,127.0771238
노원 상계불암동아점,"서울 노원구 덕릉로118길 29 (상계동, 불암현대아파트)",37.6681447,127.0804073
노원 상계수락한신점,서울 노원구 동일로242바길 15-5 (상계동),37.6743204,127.0605309
노원 상계은빛1단지점,"서울 노원구 동일로245길 162 (상계동, 은빛1단지아파트)",37.6814892,127.0537826
노원 상계은빛2단지점,"서울 노원구 동일로245가길 41 (상계동, 은빛2단지아파트)",37.680133,127.053126
노원 상계제니퍼영수학원점,"서울 노원구 노원로 522 (상계동, 풍천유치원빌딩)",37.6611081,127.0610143
노원 상계주공10단지점,"서울 노원구 노원로 564 (상계동, 상계주공10단지아파트)",37.6629991,127.05545
노원 상계주공11단지점,"서울 노원구 동일로 1549 (상계동, 양성빌딩)",37.6666906,127.0569034
노원 상계주공1단지점,"서울특별시 노원구 덕릉로 459-21 118동 202호 (상계동, 상계",37.6468069,127.0585577
노원 상계주공2단지3호점,"서울 노원구 동일로 1355 (상계동, 상계주공2단지아파트)",37.6499043,127.0613134
노원 상계주공4단지1호점,서울 노원구 상계동 751-4,37.6521365,127.0654852
노원 상계푸르지오점,"서울 노원구 수락산로 9 (상계동, 승동교육)",37.6640361,127.0745947
노원 상계현대3차점,"서울 노원구 수락산로 232 (상계동, 미네르바빌딩)",37.6710511,127.0529592
노원 상원점,"서울 노원구 한글비석로54길 92 (상계동, 상계주공13단지아파트)",37.6676435,127.0620719
노원 수락리버시티3단지1호점,"서울 노원구 누원로 22 (상계동, 크로바프라자)",37.657767,127.0699174
노원 월계그랑빌123동점,"서울 노원구 마들로 31 (월계동, 그랑빌아파트)",37.6244076,127.0655937
노원 월계대동점,"서울 노원구 광운로 46 (월계동, 대동아파트)",37.621724,127.0604321
노원 월계동신점,"서울 노원구 광운로2나길 30 (월계동, 동신아파트)",37.617402,127.061027
노원 월계롯데캐슬2호점,서울 노원구 월계동 947,37.6265468,127.0497923
노원 월계미성점,"서울 노원구 마들로 59 (월계동, 월계미성아파트)",37.621631,127.069402
노원 월계삼호점,서울 노원구 마들로 111,37.6245902,127.0654159
노원 월계서광점,"서울 노원구 마들로1길 44 (월계동, 서광아파트)",37.6231537,127.064903
노원 월계성원점,서울 노원구 월계동 322-1,37.6294153,127.062514
노원 월계주공2단지2호점,"서울 노원구 초안산로 19 (월계동, 월계주공2단지아파트)",37.628695,127.052266
노원 월계청백1호점,"서울 노원구 월계로45가길 89 (월계동, 월계청백3단지아파트)",37.6318892,127.050294
노원 월계현대점,서울 노원구 월계동 929,37.6185529,127.0625822
노원 중계5단지1호점,"서울 노원구 중계로 230 (중계동, 중계5단지주공아파트)",37.652831,127.0759265
노원 중계건영점,"서울 노원구 노원로22길 71 (중계동, 건영3차아파트)",37.649162,127.0850329
노원 중계그린1점,"서울 노원구 동일로 1279 (중계동, 중계그린아파트 A,B 상가)",37.6415758,127.0635039
노원 중계불암학원점,서울 노원구 중계로 166,37.649898,127.081201
노원 중계상아점,"서울 노원구 섬밭로 265 (중계동, 경남,롯데,상아아파트)",37.6389443,127.0647295
노원 중계양지대림2차점,"서울 노원구 한글비석로15길 125 (중계동, 양지대림2차아파트)",37.6539889,127.0723963
노원 중계염광점,"서울 노원구 한글비석로15길 48 (중계동, 현대종합상가)",37.6562734,127.0734915
노원 중계유경점,"서울 노원구 한글비석로 232 (중계동, 유경백화점)",37.6483769,127.0769291
노원 중계주공6단지1점,"서울 노원구 한글비석로8길 41 (중계동, 중계6단지주공아파트)",37.6486525,127.0783076
노원 하계연촌점,서울 노원구 공릉로58길 82 (하계동),37.6354592,127.0729904
노원 하계청솔점,서울 노원구 하계동 274-1,37.6331962,127.0710597
노원상계은빛점,서울 노원구 동일로245가길 41,37.6799626,127.0535049
노원상계주공9단지점,"서울 노원구 노원로 532 (상계동, 상계주공9단지아파트)",37.6628519,127.0602666
노원중랑남양주지사,"서울 노원구 동일로 1053 (공릉동, 영진빌딩)",37.6240241,127.0731581
노형솔루션점,제주특별자치도 제주시 수덕7길 21 (노형동),33.4861014,126.4754153
논산 코아루점,충남 논산시 대화로133번길 13,36.2115442,127.0891563
담양남초점,전남 담양군 담양읍 죽녹원로 45 (지침리),35.3187533,126.9865463
당진한라비발디점,충남 당진시 원당로 51-9 (원당동),36.9059616,126.6422049
대구 AK그랑폴리스점,"대구 달서구 월배로11길 33 (유천동, 진천역 AK그랑폴리스)",35.8151066,128.5197095
대구 경운1점,대구 서구 내당동 258-9,35.8607901,128.5537756
대구 고성달성점,"대구 북구 칠성남로 101 (칠성동2가, 칠성휴먼시아)",35.8806605,128.5897136
대구 구암엘리트해법수학,"대구 북구 팔거천동로 52 (구암동, 칠곡미래타운)",35.9287059,128.5540864
대구 구지모아미래도점,대구 달성군 구지면 국가산단대로70길 42 (창리),35.6606008,128.4196066
대구 구지세현초점,대구 달성군 구지면 과학마을로5길 45 (응암리),35.658941,128.4171803
대구 구지점,대구 달성군 구지면 창리로11길 33 (창리),35.6589887,128.4109946
대구 남산롯데캐슬점,대구 중구 남산동 130-2,35.8634476,128.5846099
대구 남산미쉘점,"대구 중구 달구벌대로 1970 (남산동, 남산휴먼시아2단지)",35.8632712,128.5805325
대구 대곡래미안1점,대구 달서구 화암로73길 14-16 (대곡동),35.8067446,128.5192829
대구 대명초점,대구 남구 대명로20길 10 (대명동),35.8388086,128.567848
대구 대현동 해법수학,대구 북구 대현동 316-1,35.8787885,128.6063285
대구 대현신화점,대구 북구 침산동 100-64,35.8831429,128.5993372
대구 도남 스마트해법점,대구 북구 도남길 76,35.9546242,128.5829557
대구 도원점,대구 달서구 도원남로 54 (도원동),35.8039724,128.5350678
대구 동구 안일초해법수학점,대구 동구 방촌동 1084-30,35.8763733,128.6656959
대구 동구강동초점,대구 동구 동호로7길 12 (신서동),35.8681093,128.7310219
대구 동호상록점,"대구 동구 동호로 79 (신서동, 동원빌딩)",35.8667418,128.7255594
대구 들안길스마트수학점,대구 수성구 들안로20길 27 (두산동),35.8382709,128.6194234
대구 만촌대림점,경북 청도군 이서면 칠곡길 133-14 (칠곡리),35.7011047,128.6986892
대구 만촌화성해법수학점,"대구 수성구 교학로 13 (만촌동, 만촌3차 화성파크드림)",35.8536864,128.6531222
대구 매천 화성파크드림점,"대구 북구 매전로 17 (매천동, 매천 화성파크드림)",35.9096237,128.5434051
대구 매천동 스마트해법점,"대구 북구 매전로4길 9 (매천동, 매천센트럴파크)",35.907291,128.5450205
대구 매호누리점,"대구광역시 수성구 달구벌대로637길 21 (매호동, 누리아파트)",35.8594347,128.7122515
대구 매호매동점,대구 수성구 고산로 160-8 (매호동),35.8449584,128.7072706
대구 범어경신점,대구 수성구 범어로16길 6-7 (범어동),35.855606,128.6360832
대구 범어동천점,대구 수성구 상록로 68-1 (범어동),35.8655812,128.6242882
대구 범어초해법수학,대구 수성구 달구벌대로489길 54 (범어동),35.8648531,128.63046
대구 봉덕경일점,대구 남구 신촌길 15,35.8385214,128.5996995
대구 비슬초점,대구 달성군 유가읍 테크노북로5길 5,35.6972498,128.4591963
대구 사수브라운스톤점,대구광역시 북구 내곡로 89,35.9027449,128.5149747
대구 상인영남점,"대구 달서구 상인서로 76 (상인동, 상인영남화성타운)",35.8173579,128.5431739
대구 상인점,대구 달서구 상원로 24-24 (상인동),35.8119515,128.5380501
대구 상인화성파크2단지점,대구 달서구 송현로7길 15 (상인동),35.82089,128.5470366
대구 서변성북점,대구 북구 서변로 65-1 (서변동),35.9214501,128.5964744
대구 서재점,"대구 달서구 월배로5길 76 (유천동, 대구월배2차 아이파크)",35.8179056,128.5124434
대구 세천초점,대구 달성군 다사읍 세천북로 9 (세천리),35.8755824,128.4791139
대구 수목원점,"대구 달서구 갈밭로 6 (대곡동, 대곡메디컬빌딩)",35.8007682,128.5328754
대구 수성신세계점,대구 수성구 수성동1가 273-2,35.8543695,128.6131434
대구 수성황금1점,대구 수성구 황금동 818-12,35.8429528,128.6177316
대구 스마트해법수학 연경점,"대구 북구 연경중앙로11길 33 (연경동, 연경우방아이유쉘 더포레스트)",35.945627,128.6151208
대구 시지노변점,대구 수성구 노변동 147,35.838254,128.6985729
대구 신매신화점,대구 수성구 신매동 577-7,35.8372535,128.7099751
대구 신암건영2점,"대구 동구 신암남로 50 (신암동, 건영캐스빌)",35.8776446,128.6190526
대구 앞산비스타점,대구 남구 봉덕동 1652,35.838873,128.6022713
대구 연경뉴웰시티점,"대구 동구 동화천로77길 30 (지묘동, LH뉴웰시티)",35.9409937,128.6320512
대구 옥포강림점,대구 달성군 옥포읍 돌미로 52 (강림리),35.779817,128.4397723
대구 용산보람점,"대구 달서구 새동네로 34 (용산동, 성서보람타운)",35.8517496,128.5192581
대구 월곡점,대구 달서구 상인로 39 (상인동),35.8110989,128.5493742
대구 월배e편한세상점,"대구 달서구 월성로 132 (월성동, e편한세상 월배)",35.8274442,128.5221643
대구 월배삼정그린코아점,대구 달서구 조암로 149 (대천동),35.8189341,128.5161092
대구 월배아이파크1단지2호점,"대구 달서구 조암남로 182 (유천동, 대구월배아이파크)",35.8154885,128.5144324
대구 월배아이파크1단지점,"대구 달서구 조암남로 182 (유천동, 대구월배아이파크)",35.8154885,128.5144324
대구 월배점,대구 달서구 월배로5길 76,35.8179056,128.5124434
대구 월성코오롱하늘채1점,"대구 달서구 조암남로16길 19 (월성동, 월성코오롱하늘채아파트 1단지)",35.8220514,128.5239811
대구 율하리버파크뷰점,"대구 동구 금호강변로 315 (율하동, 율하리버파크뷰)",35.8614666,128.697047
대구 이곡점,대구 달서구 이곡동로 60 (이곡동),35.8547131,128.5120072
대구 이현서평점,대구 서구 당산로 446,35.8650187,128.5469225
대구 이현점,대구 서구 평리동 1497-33,35.8738915,128.5514639
대구 장기파랑새점,"대구 달서구 한들로 70 (장기동, 장기파랑새마을)",35.8453543,128.5268969
대구 죽곡휴포레점,"대구 달성군 다사읍 달구벌대로174길 50 (죽곡리, 협성휴포레·죽곡)",35.8593436,128.4603456
대구 죽전초점,대구 서구 달구벌대로323길 93 (중리동),35.8646466,128.5460731
대구 중리캐슬점,"대구 서구 국채보상로34길 12 (중리동, 중리롯데캐슬)",35.8669632,128.5479776
대구 중앙초점,대구 수성구 만촌로 134 (만촌동),35.870717,128.6412334
대구 지산현대점,대구 수성구 지산동 1272-3,35.82164,128.634791
대구 침산동해법수학점,"대구 북구 침산남로37길 24 (침산동, 침산2차화성아파트)",35.8891725,128.5951099
대구 침산이튼학원점,대구 북구 옥산로17길 45 (침산동),35.8881784,128.5862519
대구 침산코오롱점,대구 북구 침산남로 178 (침산동),35.8869768,128.5950359
대구 침산화성파크드림점,대구 북구 침산로 166-26 (침산동),35.8909916,128.5919041
대구 태전현대점,"대구 북구 구암로16길 7 (태전동, 현대1차아파트)",35.9313722,128.5500312
대구 태전휴포레점,"대구 북구 태암남로 60 (태전동, 협성휴포레강북아파트)",35.9231352,128.5524839
대구 티에스점,대구 달서구 장기로 244 (장기동),35.8437526,128.5337288
대구 파동초해법수학점,대구 수성구 파동로48길 3 (파동),35.8241745,128.6110074
대구 팔달두산점,"대구 북구 매천로2길 19 (팔달동, 두산위브2001)",35.8984593,128.5432827
대구 펀 스마트 해법수학점,대구 수성구 지범로39길 11-3,35.8206993,128.6418953
대구 풍경채점,"대구 달성군 현풍읍 테크노상업로 49 (중리, 제일풍경채더퍼스트)",35.6937995,128.4543448
대구 한실초점,대구 달서구 한실로6길 134 (대곡동),35.7957883,128.5289759
대구 화원캐스빌점,"대구 달성군 화원읍 비슬로 2545 (천내리, 화원이진캐스빌)",35.8029325,128.4949705
대구 황금캐슬2A점,"대구 수성구 청수로 213 (황금동, 캐슬골드파크1단지)",35.8409449,128.6383562
대방동 현대점,"서울 동작구 등용로 127 (대방동, 대방동현대아파트)",37.512652,126.931031
대봉초점,대구 남구 이천동 268-12,35.851712,128.6056142
대전 열매4단지점,대전 유성구 노은서로210번길 32,36.3769761,127.3164424
대전 e해법수학 용전초점,대전 동구 계족로483번길 48-11 (용전동),36.3555698,127.4297684
대전 가오은어송1호점,대전 동구 은어송로52번길 60 (가오동),36.3034159,127.456715
대전 구봉9단지점,"대전 서구 관저서로 20 (관저동, 구봉마을9단지)",36.296098,127.331621
대전 노은해법학원점,대전 유성구 지족동 868-4,36.3807109,127.3194426
대전 대동새들뫼점,"대전 동구 계족로 137 (대동, 새들뫼휴먼시아1단지)",36.3274512,127.4420593
대전 도마경남점,"대전 서구 배재로 155-7 (도마동, 경남아파트2단지)",36.322609,127.369072
대전 도안 수목토 2호점,대전 서구 도안동로 177,36.3196493,127.3458957
대전 도안수목토점,"대전 서구 도안동로 177 (도안동, 도안신도시 수목토아파트)",36.3196493,127.3458957
대전 도안어울림하트흥도초점,대전 유성구 원신흥남로12번길 42 (원신흥동),36.333279,127.3406139
대전 둔산가람점,"대전 서구 둔산북로 215 (둔산동, 가람아파트)",36.3564556,127.3981108
대전 둔산문정점,대전 서구 문정로170번길 206 (둔산동),36.3508771,127.3968955
대전 둔산샘머리1호점,"대전 서구 문예로 174 (둔산동, 샘머리아파트)",36.3633309,127.3920183
대전 반석1단지점,"대전 유성구 지족로 317 (지족동, 반석마을아파트1단지)",36.3884279,127.3115373
대전 반석6단지점,"대전 유성구 반석서로 98 (반석동, 반석마을6단지아파트)",36.3943497,127.3092477
대전 버드내점,"대전 중구 태평로 15 (태평동, 버드내마을아파트)",36.3183495,127.3892089
대전 법동삼익소월점,"대전광역시 대덕구 동춘당로 160 (법동, 삼익소월아파트)",36.3691048,127.4345059
대전 봉명1호점,대전 유성구 봉명동 563-14,36.3561768,127.3331789
대전 산성점,대전 중구 문화로46번길 27 (산성동),36.3093533,127.3915863
대전 상대초점,대전 유성구 상대동 454-2,36.3481063,127.3353996
대전 상대트리풀1호점,"대전 유성구 상대남로 26 (상대동, 도안신도시9블록 트리풀시티아파트)",36.3404981,127.3350175
대전 선비마을1단지점,"대전 대덕구 계족로690번길 21 (법동, 선비마을1단지아파트)",36.3731881,127.4298489
대전 세종지사 직영점,"대전 유성구 반석동로 54 (반석동, 쎈타프라자3)",36.3921887,127.3118241
대전 송촌선비마을3단지점,"대전 대덕구 동춘당로94번길 11-15 (송촌동, 송촌프라자)",36.3660513,127.4394312
대전 신평점,대전 중구 태평동 417-14,36.3230244,127.3888493
대전 오류삼성점,대전 중구 오류동 172-2,36.3233437,127.4047313
대전 용운에코포레점,대전 동구 용운로 184-1 (용운동),36.3273825,127.4626534
대전 자양동아점,대전 동구 자양동 211-19,36.342399,127.4511615
대전 중리초점,"대전 대덕구 중리북로 46 (법동, e편한세상 대전법동)",36.366989,127.424071
대전 지족4단지점,"대전 유성구 노은서로210번길 32 (지족동, 열매마을아파트4단지)",36.7665882,127.6244016
대전 탄방산호점,대전 서구 탄방동 689,36.3447277,127.386703
대전 태평쌍용예가점,"대전 중구 평촌로 93 (태평동, 쌍용예가아파트)",36.3234709,127.3969725
대전 판암초점,대전 동구 옥천로 178-1 (판암동),36.3151611,127.4634738
대전 해법수학 신계초점,"대전 서구 복수남로32번길 49 (복수동, 수정빌딩)",36.3006953,127.3779813
덕의초점,서울 구로구 고척동 159-7,37.5050723,126.8563578
도봉 두드림해법수학점,서울 도봉구 노해로70길 81 (창동),37.6488482,127.0525691
도봉 래미안도봉점,"서울 도봉구 도봉로170길 40 (도봉동, 래미안도봉아파트)",37.6796055,127.0463763
도봉 방학초해법수학점,서울 도봉구 방학동 669-5,37.6619198,127.0330606
도봉 백운중 창경초점,서울 도봉구 도봉로129길 49 (쌍문동),37.6575085,127.0378152
도봉 신방학점,서울 도봉구 방학동 313-3,37.6650487,127.0307039
도봉 쌍문선덕점,"서울 도봉구 시루봉로 56 (쌍문동, 한양6차아파트)",37.6558049,127.0290398
도봉 엘리트점,서울특별시 도봉구 노해로41길 26 (쌍문동),37.6498362,127.026088
도봉 열강선수학해법수학점,"서울 도봉구 덕릉로63가길 94 (창동, 정우빌딩)",37.6422365,127.0354426
도봉 자운초 스마트해법수학점,"서울 도봉구 노해로69가길 11 (창동, 동아청솔아파트)",37.6571794,127.0483916
도봉 창동 태영점,"서울 도봉구 도봉로110다길 51 (창동, 태영창동데시앙)",37.642926,127.03339
도봉 창동주공3단지점,"서울 도봉구 해등로 50 (창동, 주공3단지아파트)",37.6500627,127.0442013
도봉 창동해법수학점,서울 도봉구 해등로16길 46 (창동),37.6551691,127.042355
도봉 최강셀파수학점,"서울 도봉구 도봉로150길 43 (방학동, ESA 아파트)",37.6664674,127.0456001
도봉 한신점,서울 도봉구 도봉동 30-1,37.6857362,127.0480605
도봉 함해법수학점,"서울 도봉구 마들로 555 (창동, 쌍용아파트)",37.660446,127.048868
도봉 핵사곤해법수학점,서울특별시 도봉구 해등로32길 76,37.6598402,127.0234476
동대구지사직영점,대구 수성구 중동 551-85,35.8409131,128.6084858
동대문 답십리1호점,서울 동대문구 답십리로 95 (전농동),37.5741832,127.0510998
동대문 스마트해법수학답십리초교점,서울 동대문구 전농로 55 (답십리동),37.5699099,127.056911
동대문 스마트해법수학탑브레인점,"서울 동대문구 장안벚꽃로 107 (장안동, 장안현대홈타운)",37.5694839,127.0736452
동대문 스마트해법이문학원점,서울 동대문구 신이문로 39 (이문동),37.6032419,127.0663994
동대문 시카고영어수학학원점,"서울 동대문구 약령시로 18 (제기동, 정주빌딩)",37.5825229,127.0317993
동대문 전농1점,서울 동대문구 전농동 645-2,37.5748818,127.045704
동대문 전농우성1호점,서울 동대문구 전농동 6,37.5772715,127.0649582
동대문 플러스수학학원점,서울특별시 동대문구 이문로 88-13 (이문동),37.5949316,127.0598245
동대문 해법현대아카데미점,서울 동대문구 휘경동 150-26,37.5947544,127.0647904
동대문 휘경드릴스터디학원점,서울 동대문구 한천로 264,37.5843157,127.0683145
동대문성북지사,서울 성북구 하월곡동 226-3,37.5998843,127.041411
동래 달북초점,부산 동래구 사직동 662-2,35.2021809,129.060085
동래 명륜초점,"부산 동래구 명륜로 170 (명륜동, 명륜아이파크1단지)",35.2154553,129.0899367
동래 민수학 학원점,부산 동래구 사직북로63번길 33-1 (사직동),35.1987441,129.0579645
동래 사직롯데캐슬점,부산 동래구 아시아드대로146번길 10 (사직동),35.1973785,129.066127
동래 안락sk뷰114동점,"부산 동래구 충렬대로 487 (안락동, 안락 SK아파트)",35.1956312,129.1114779
동래 안락뜨란채상가점,"부산 동래구 연안로 74 (안락동, 안락뜨란채2단지아파트)",35.1930536,129.1095269
동래 안락현대점,부산 동래구 명장로 128-1 (안락동),35.2002644,129.1123448
동래 온천초점,부산 동래구 충렬대로107번길 102 (온천동),35.2112651,129.0735609
동래 효성해링턴점,"부산 동래구 아시아드대로255번길 14 (온천동, 동래효성 해링턴플레이스)",35.2078247,129.0681759
동래사직쌍용예가1호점,"부산 동래구 사직로 80 (사직동, 사직 쌍용 예가)",35.1966136,129.0556134
동삭더샵점,"경기 평택시 동삭1로22번길 40 (동삭동, 지제 더샵 센트럴파크)",37.0201069,127.0936509
동작 대방대림초교점,"서울 동작구 상도로 69 (대방동, 상원빌딩)",37.499931,126.9283929
동작 롯데낙천점,"서울 동작구 여의대방로10길 38 (신대방동, 보라매롯데낙천대아파트)",37.4943,126.9131888
동작 보라매파크빌점,서울 동작구 신대방동 498-2,37.496816,126.9166681
동작 상도맵플러스점,"서울 동작구 만양로 26 (상도동, 건영아파트)",37.5073471,126.949474
동작 신상도점,서울 동작구 상도동 203-36,37.4997125,126.9428507
동작 최강해법학원점,서울 동작구 장승배기로 96 (노량진동),37.506132,126.939885
동작 흑석1호점,서울 동작구 서달로14가길 1,37.5077207,126.9632993
동작캠퍼스점,서울 동작구 여의대방로36길 32 (대방동),37.5111335,126.9326534
동탄 반도9차점,"경기 화성시 동탄대로4길 95 (장지동, 레이크 반도유보라 아이비파크 9.0)",37.1625858,127.1174625
동해 천곡점,강원 동해시 천곡로 39-3,37.5253381,129.1101829
동해 천곡중앙점,"강원 동해시 천곡로 46-1 (천곡동, 그린죠이)",37.5239715,129.1102949
동해 청운점,강원 동해시 청운2길 17-4,37.4852527,129.1054137
동해 평릉부영점,"강원 동해시 평원로 110 (평릉동, 동해해안사랑으로부영)",37.5328513,129.1135912
로뎀해법학원,부산 기장군 정관읍 방곡2로 6-6 (방곡리),35.3253213,129.1895922
마산 교방롯데캐슬점,경남 창원시 마산합포구 교방동 373-8,35.2148764,128.5658148
마산 구암대동점,"경남 창원시 마산회원구 구암남14길 8 (구암동, 구암대동타운 주상가)",35.1767725,129.1729762
마산 구암점,경남 창원시 마산회원구 구암북19길 150 (구암동),35.257294,128.5946511
마산 메트로2차점,"경남 창원시 마산회원구 삼호로 80 (양덕동, 메트로시티 2단지)",35.2256547,128.5851998
마산 메트로시티1차점,"경남 창원시 마산회원구 양덕서로 30 (양덕동, 메트로시티)",35.2273095,128.5823924
마산 무학자이A점,"경남 창원시 마산합포구 노산서18길 19 (교원동, 무학자이)",35.2155091,128.5695931
마산 버클리점,경남 창원시 마산합포구 자산동 120-11,35.202575,128.5677186
마산 삼계내서점,경남 창원시 마산회원구 내서읍 삼계리 35-12,35.2308701,128.5016841
마산 삼계매쓰파크점,"경남 창원시 마산회원구 내서읍 삼계로 2 (삼계리, 삼계웰빙프라자빌딩)",35.2323655,128.5044402
마산 신포센트럴점,"경남 창원시 마산합포구 서성로 23 (신포동1가, 센트럴아파트)",35.1998206,128.5698549
마산 양덕메타플러스점,경남 창원시 마산회원구 팔용로 39 (양덕동),35.2331749,128.5868906
마산 월영SK뷰점,"경남 창원시 마산합포구 월영남12길 12 (월영동, 월영SK오션뷰)",35.1759914,128.5606344
마산 월영동아2차점,"경남 창원시 마산합포구 월영마을로 29 (월영동, 월영2차동아아파트)",35.1721692,128.559712
마산 월영마린애시앙2호점,"경남 창원시 마산합포구 가포순환로 33 (월영동, 마린애시앙부영)",35.174222,128.5646026
마산 월영마린애시앙점,"경남 창원시 마산합포구 가포순환로 33 (월영동, 마린애시앙부영)",35.174222,128.5646026
마산 월영연세점,경남 창원시 마산합포구 월영동 704-1,35.1741856,128.5569201
마산 월포점,"경남 창원시 마산합포구 월영북15길 9 (대내동, 대내주공아파트)",35.1819621,128.5579083
마산 코오롱하늘채2차점,"경남 창원시 마산회원구 내서읍 호원로 359 (호계리, 코오롱하늘채제2처)",35.2669208,128.528232
마산 한일1차점,"경남 창원시 마산회원구 석전동로 7 (석전동, 나리미술학원)",35.231431,128.5758288
마산 합포초점,경남 창원시 마산합포구 합포로 143-1 (산호동),35.210643,128.5839494
마산 현동점,경남 창원시 마산합포구 현동8길 9 (현동),35.1466005,128.5557156
마산 현동중흥3차점,"경남 창원시 마산합포구 현동1길 8 (현동, 중흥에스클래스프라디움3차)",35.1488123,128.5601971
마산 호계코오롱1차점,"경남 창원시 마산회원구 내서읍 호원로 361-3 (호계리, 코오롱하늘채1차아파트)",35.2672206,128.5257567
마산창원 직영점,경남 창원시 의창구 사림동 114-18,35.2469083,128.6790627
마포 광흥창점,서울 마포구 창전로 32 (구수동),37.5452693,126.9333639
마포 도화EM해법수학점,서울 마포구 도화동 82,37.5363674,126.9470638
