title,주소,Latitude,Longitude,지번
푸르넷공부방,전남 해남군 해남읍 중앙1로 76 2층,34.5712592,126.6031581,(지번) 해남읍 해리 594-7
푸르넷 중흥공부방,경남 김해시 진영읍 장등로 55,35.311329,128.7339905,(지번) 진영읍 진영리 1611-3
푸르넷공부방,전남 해남군 해남읍 중앙1로 76 2층,34.5712592,126.6031581,(지번) 해남읍 해리 594-7
푸르넷 중흥공부방,경남 김해시 진영읍 장등로 55,35.311329,128.7339905,(지번) 진영읍 진영리 1611-3
예인푸르넷공부방,경남 창원시 진해구 덕산로46번길 14-4 1층,35.1450173,128.704555,(지번) 덕산동 1-37
푸르넷공부방 서진주지점,경남 진주시 동진로 96,35.1790184,128.1016186,(지번) 상대동 296-100
푸르넷 남외공부방,울산 중구 남외2길 28 아마빌리스 503호,35.5662346,129.351071,(지번) 남외동 512-12
두산푸르넷공부방,경남 창원시 마산합포구 월영동로 19 204동 103호,35.1787323,128.5641833,(지번) 해운동 50
구영 푸르넷공부방,울산 울주군 범서읍 점촌1길 2-8,35.577207,129.2400189,(지번) 범서읍 구영리 714-3
대운푸르넷공부방,경남 양산시 대운6길 10 202호,35.4086173,129.1726612,(지번) 삼호동 883-2
금성출판사 부산영업국,부산 동래구 석사북로 53,35.2029092,129.0636488,(지번) 온천동 1260-27
푸르넷공부방 경남영업국 동마산지점,경남 창원시 마산회원구 3.15대로 803,35.2322317,128.5364256,(지번) 합성동 129-9
푸르넷공부방 남울산지점,울산 남구 돋질로 68,35.5381149,129.3137549,(지번) 달동 874-9
푸르넷공부방 수학교습소,경남 김해시 덕정로 70 팔판마을부영이그린타운3차아파트 상가 303호,35.1787436,128.7926261,(지번) 관동동 448-1
푸르넷 옥현공부방,울산 남구 옥현로 34,35.5391817,129.260329,(지번) 무거동 488
신천하쌤 푸르넷공부방,울산 북구 호계로 313 성우현대아파트 102동 105호,35.6311174,129.3499921,(지번) 신천동 346-5
금호푸르넷공부방,울산 중구 함월6길 80,35.5759736,129.306997,(지번) 성안동 856-3
푸르넷공부방,전남 해남군 해남읍 중앙1로 76 2층,34.5712592,126.6031581,(지번) 해남읍 해리 594-7
푸르넷 중흥공부방,경남 김해시 진영읍 장등로 55,35.311329,128.7339905,(지번) 진영읍 진영리 1611-3
예인푸르넷공부방,경남 창원시 진해구 덕산로46번길 14-4 1층,35.1450173,128.704555,(지번) 덕산동 1-37
푸르넷공부방 서진주지점,경남 거제시 중곡로 42,34.897156,128.6308776,(지번) 고현동 1039
삼성명가 푸르넷공부방,경남 거제시 거제중앙로3길 15 101동 704호,34.8756727,128.628808,(지번) 상동동 479
푸르넷더원공부방,부산 기장군 정관읍 정관1로 18,35.3387132,129.1639225,(지번) 정관읍 모전리 723
푸르넷 용원문쌤공부방,경남 창원시 진해구 안청북로 15,35.1052202,128.8045562,(지번) 청안동 473
푸르넷공부방,제주특별자치도 제주시 애월읍 하귀로 49,33.4804174,126.4024683,(지번) 애월읍 하귀2리 1876-2
푸르넷한미영어공부방,울산 동구 방어진순환도로 985,35.5288532,129.4311283,(지번) 서부동 257-4
푸르넷공부방,제주특별자치도 서귀포시 솔동산로21번길 15,33.2429363,126.5653835,(지번) 서귀동 729-4
서초푸르넷공부방,전남 해남군 해남읍 중앙1로 174 2층,34.572192,126.5978486,(지번) 해남읍 성내리 37
푸르넷해운대엘지공부방,부산 해운대구 대천로103번길 61 119동,35.180558,129.1735551,(지번) 좌동 1398
푸르넷공부방,제주특별자치도 서귀포시 중앙로 158,33.2586224,126.5601059,(지번) 서홍동 314-1
푸르넷 반여동공부방,부산 해운대구 선수촌로 122 선수촌아파트,35.2020135,129.1218024,(지번) 반여동 1638
에벤에셀 푸르넷공부방,울산 동구 꽃바위5길 9,35.4809634,129.4132467,(지번) 방어동 1000-10
푸르넷 1등 공부방,울산 동구 꽃바위5길 27,35.4818867,129.4137365,(지번) 방어동 992-2
푸르넷일오삼공부방,울산 동구 양지1길 28,35.4963535,129.4207708,(지번) 화정동 854-17
아라푸르넷공부방,제주특별자치도 제주시 아란8길 10 301호,33.4735838,126.544554,(지번) 아라일동 6093-5
월랑푸르넷공부방,제주특별자치도 제주시 월랑북길 30 노형남도하이츠빌라 가동 601호,33.4919007,126.4768678,(지번) 노형동 1036-1
삼양푸르넷공부방,제주특별자치도 제주시 지석12길 9-8 2층,33.5202269,126.5850016,(지번) 삼양이동 2180-23
찐쌤푸르넷공부방,제주특별자치도 제주시 남성로11길 19-1 1층,33.5066932,126.5124749,(지번) 용담일동 261-11
서귀북초 푸르넷 공부방,제주특별자치도 서귀포시 흙담솔로 16 서홍한라빌라 201호,33.2605349,126.5573887,(지번) 서홍동 303-2
푸르넷영어공부방,제주특별자치도 서귀포시 성산읍 고성동서로56번길 10,33.4497156,126.9135755,(지번) 성산읍 고성리 1132-21
푸르넷공부방 동광점,제주특별자치도 제주시 태성로3길 14,33.4996952,126.5463582,(지번) 일도2동 86-1
신제주푸르넷공부방,제주특별자치도 제주시 신대로21길 6 301호,33.4821692,126.4970622,(지번) 연동 410-3
푸르넷 조은스쿨 공부방,제주특별자치도 서귀포시 흙담솔로 17-4,33.2600599,126.5571257,(지번) 서홍동 329-17
푸르넷공부방 제주지점,제주특별자치도 제주시 동광로 85,33.5050443,126.5370818,(지번) 일도이동 361-22
서귀서초푸르넷공부방,제주특별자치도 서귀포시 솜반천로 31,33.2537644,126.5574107,(지번) 서홍동 444-1
푸르넷공부방 한림점,제주특별자치도 제주시 한림읍 한림로6길 23,33.4117848,126.2631355,(지번) 한림읍 한림리 1454-15
한천빌라푸르넷공부방,제주특별자치도 제주시 용남1길 42-24 102호,33.5061981,126.5123871,(지번) 용담일동 262-9
푸르넷위미초공부방,제주특별자치도 서귀포시 남원읍 태위로 68 2층,33.2735993,126.6549003,(지번) 남원읍 위미리 3126-1
푸르넷공부방 서귀포지점,제주특별자치도 서귀포시 일주동로 8544 동인빌딩 6층,33.2551515,126.5755592,(지번) 동홍동 497-2
아라푸르넷공부방,제주특별자치도 제주시 아란8길 10 301호,33.4735838,126.544554,(지번) 아라일동 6093-5
월랑푸르넷공부방,제주특별자치도 제주시 월랑북길 30 노형남도하이츠빌라 가동 601호,33.4919007,126.4768678,(지번) 노형동 1036-1
삼양푸르넷공부방,제주특별자치도 제주시 지석12길 9-8 2층,33.5202269,126.5850016,(지번) 삼양이동 2180-23
찐쌤푸르넷공부방,제주특별자치도 제주시 남성로11길 19-1 1층,33.5066932,126.5124749,(지번) 용담일동 261-11
서귀북초 푸르넷 공부방,제주특별자치도 서귀포시 흙담솔로 16 서홍한라빌라 201호,33.2605349,126.5573887,(지번) 서홍동 303-2
푸르넷영어공부방,제주특별자치도 서귀포시 성산읍 고성동서로56번길 10,33.4497156,126.9135755,(지번) 성산읍 고성리 1132-21
푸르넷공부방 동광점,제주특별자치도 제주시 태성로3길 14,33.4996952,126.5463582,(지번) 일도2동 86-1
신제주푸르넷공부방,제주특별자치도 제주시 신대로21길 6 301호,33.4821692,126.4970622,(지번) 연동 410-3
푸르넷 조은스쿨 공부방,제주특별자치도 서귀포시 흙담솔로 17-4,33.2600599,126.5571257,(지번) 서홍동 329-17
푸르넷공부방 제주지점,제주특별자치도 제주시 동광로 85,33.5050443,126.5370818,(지번) 일도이동 361-22
서귀서초푸르넷공부방,제주특별자치도 서귀포시 솜반천로 31,33.2537644,126.5574107,(지번) 서홍동 444-1
푸르넷공부방 한림점,제주특별자치도 제주시 한림읍 한림로6길 23,33.4117848,126.2631355,(지번) 한림읍 한림리 1454-15
한천빌라푸르넷공부방,제주특별자치도 제주시 용남1길 42-24 102호,33.5061981,126.5123871,(지번) 용담일동 262-9
푸르넷위미초공부방,제주특별자치도 서귀포시 남원읍 태위로 68 2층,33.2735993,126.6549003,(지번) 남원읍 위미리 3126-1
푸르넷공부방 서귀포지점,제주특별자치도 서귀포시 일주동로 8544 동인빌딩 6층,33.2551515,126.5755592,(지번) 동홍동 497-2
