"행정구역(시군구)별(1)",행정구역(시군구)별(2),2017,2017,2018,2018,2019,2019,2020,2020,2021,2021
"행정구역(시군구)별(1)",행정구역(시군구)별(2),급여총계,급여총계,급여총계,급여총계,급여총계,급여총계,급여총계,급여총계,급여총계,급여총계
"행정구역(시군구)별(1)",행정구역(시군구)별(2),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원)
"전남",영광군,12807,423868,13229,454928,13895,479495,14096,502173,14515,537988
"전남",영암군,16539,452004,17323,489315,18152,533203,18026,544657,18318,575359
"전남",완도군,9404,270842,9694,289848,10012,311826,10222,319273,10328,330748
"전남",장성군,12566,385941,13231,422447,13286,435066,12912,435070,13082,454954
"전남",장흥군,8362,244257,8516,262166,8525,272704,8643,280235,8670,287113
"전남",진도군,5477,163706,5660,174338,5920,184498,6180,199069,6359,209390
"전남",함평군,7447,218743,7500,229750,7691,238361,7690,240614,7793,249654
"전남",해남군,14303,393238,14528,422327,15337,451975,15594,467739,15384,485150
"전남",화순군,17964,508674,18001,530925,18772,562893,19342,600156,19697,636278
"대구",소계,789442,25555685,803828,27137320,819145,28450839,822566,28926498,840715,30714247
"대구",남구,41656,1091249,42346,1160349,43371,1224202,43974,1265781,44985,1352637
"대구",달서구,194034,6322009,197451,6672552,199681,6910886,197244,6881502,198405,7189593
"대구",달성군,90005,2774925,94088,3040483,96979,3221430,99265,3304242,101342,3530343
"대구",동구,110188,3297807,111706,3494510,113389,3668489,115012,3765527,119660,4069705
"대구",북구,142367,4239629,146202,4534710,150514,4818444,151991,4918323,155271,5185732
"대구",서구,55408,1319297,53612,1345671,52784,1371093,51515,1344927,51397,1408390
"대구",수성구,132091,5752044,134353,6071552,137431,6366481,138660,6547808,141613,6913306
"대구",중구,23693,758724,24070,817494,24996,869814,24905,898389,28042,1064540
"경북",소계,800382,26649223,817595,28305329,829463,29217923,841063,30110949,851572,31900173
"경북",경산시,86189,2489071,88689,2658291,90529,2806769,94770,2955897,96464,3112770
"경북",경주시,83533,2816372,84575,2935496,85577,3042110,86672,3115601,87101,3248048
"경북",고령군,9306,254083,9357,263234,9085,266341,8808,265597,8749,271380
"경북",구미시,154895,5605706,157258,5920545,157096,5975838,157303,6145434,159386,6583125
"경북",군위군,5379,161773,5400,168922,5605,177992,5568,180447,5810,196811
"경북",김천시,41786,1401345,43021,1493437,43594,1538390,44325,1584819,45476,1676244
"경북",문경시,17486,513569,18209,552710,19031,579522,19749,612571,19924,646713
"경북",봉화군,6357,187261,6583,201006,6507,205071,6545,208351,6549,214938
"경북",상주시,22525,658714,23294,708943,23749,735757,23813,749518,24004,779126
"경북",성주군,11126,287905,11115,302126,11254,313327,10804,317942,10290,332812
"경북",안동시,43343,1391644,44634,1484798,46148,1558516,46746,1614702,47424,1680505
"경북",영덕군,7556,203775,7615,213126,7549,217828,7646,223480,7508,237110
"경북",영양군,3127,95485,3203,100579,3376,107190,3526,113944,3414,116229
"경북",영주시,26798,850439,27168,898266,27741,945607,28159,964180,28527,1016686
"경북",영천시,28169,804704,29700,883426,30066,928587,30277,952320,30903,999334
"경북",예천군,12041,402981,13185,469283,14275,509590,14942,550234,15277,580343
"경북",울릉군,2907,104730,2951,110390,2892,109980,2880,111730,3161,122399
"경북",울진군,12787,456063,13027,482109,13335,505865,13499,534466,13462,554298
"경북",의성군,10404,272097,10690,294943,10966,307554,11095,315451,10672,330803
"경북",청도군,9833,275220,9822,294672,10044,307358,10063,312338,9986,329575
"경북",청송군,5073,141134,5288,153279,5570,160378,5512,165133,5371,168110
"경북",칠곡군,42323,1333320,42056,1363895,41089,1336101,40676,1323312,40694,1404343
"경북",포항시,157439,5941833,160755,6351852,164385,6582253,167685,6793482,171420,7298472
"부산",소계,1137677,37397970,1148577,39118658,1174336,40995231,1178358,41913080,1199729,44128403
"부산",강서구,47354,1683042,50206,1856306,54772,2083924,58119,2273491,58814,2420933
"부산",금정구,78579,2720852,78573,2805497,77707,2828261,77220,2850239,76748,2898704
"부산",기장군,51865,1701808,52871,1792038,57961,2005187,60724,2147850,63030,2287345
"부산",남구,88591,3131224,88937,3256217,88621,3331402,88118,3365320,88793,3521007
"부산",동구,26122,686110,27142,750815,29570,846909,29725,876983,31048,952395
"부산",동래구,87743,3064044,90782,3297752,93747,3505108,93226,3551690,99235,3945113
"부산",부산진구,118350,3624256,119209,3781685,123188,3980138,125012,4115212,127779,4325120
"부산",북구,101508,3209206,100624,3294529,101825,3393528,101899,3450459,102790,3572715
"부산",사상구,80000,2173515,78780,2231488,78534,2278984,77129,2250660,77536,2319171
"부산",사하구,116566,3431638,116039,3490183,115200,3541757,112918,3526321,113414,3673980
"부산",서구,33298,1003905,33159,1043016,33847,1097302,33999,1129837,35010,1233217
"부산",수영구,57496,1881045,58834,1996145,61121,2137472,62027,2192339,63402,2295692
"부산",연제구,67477,2296728,70464,2487806,72631,2638105,71974,2665328,74156,2832710
"부산",영도구,36409,1015442,35686,1032005,35413,1044153,35180,1058284,35339,1098570
"부산",중구,13053,313108,12942,320784,13493,342779,14070,363203,14957,395215
"부산",해운대구,133266,5462047,134329,5682393,136706,5940223,137018,6095863,137678,6356516
"울산",소계,418808,17762818,420925,18200848,427549,18696556,427794,18633131,432636,19482228
"울산",남구,117719,5262216,117617,5388712,120003,5540033,119765,5518457,121690,5793248
"울산",동구,64886,2616021,61329,2471426,60668,2468514,60041,2451081,60192,2498688
"울산",북구,78624,3551377,84174,3847711,87723,4078250,88753,4029598,90620,4274972
"울산",울주군,77963,3020026,80031,3183874,82086,3271785,82570,3326909,83823,3494288
"울산",중구,79616,3313178,77774,3309125,77069,3337974,76665,3307086,76311,3421032
"경남",소계,1112933,37613347,1128350,39215017,1155835,41161201,1163454,41922543,1176081,43702903
"경남",거제시,94956,3614797,90365,3316198,92590,3523240,89597,3444241,84809,3249877
"경남",거창군,14529,444539,15265,479758,15525,506286,16008,532058,16394,551037
"경남",고성군,12965,359647,12584,365241,13147,386735,12948,393237,13109,422206
"경남",김해시,195275,6304129,202203,6777670,208421,7131400,209400,7250388,212911,7647853
"경남",남해군,8996,258647,9109,272192,9333,283061,9754,300021,10006,314303
"경남",밀양시,29119,823901,29210,871736,30131,928402,30956,959963,30596,991875
"경남",사천시,34927,1143659,35411,1223037,36453,1317790,36703,1333328,37406,1401873
"경남",산청군,7728,226962,7848,236586,7961,244865,8187,252035,8155,259509
"경남",양산시,122769,3873060,125591,4093420,129518,4336766,131194,4464810,133409,4722374
"경남",의령군,6477,191009,6612,204490,6874,214082,6744,219162,6917,229514
"경남",진주시,107513,3726858,111499,4061100,116342,4317240,119900,4498419,121716,4692023
"경남",창녕군,17100,492858,17583,515675,17640,541708,17322,533076,17083,549556
"경남",창원시,375231,13680887,380619,14256910,386520,14785688,390167,15058657,399046,15908806
"경남",통영시,35650,1005498,34427,1001776,35192,1061085,34777,1076484,34644,1100567
"경남",하동군,9529,281558,9731,302204,9750,307109,9654,310077,9672,318176
"경남",함안군,22078,660556,21965,680748,21884,696932,21447,693680,20864,714257
"경남",함양군,8904,254163,9153,272742,9343,288482,9374,300136,9506,311678
"경남",합천군,9187,270618,9175,283536,9211,290330,9322,302771,9838,317420
"제주",소계,207528,6282535,217451,6820187,225998,7297193,228717,7518082,232571,7985643
"제주",제주시,157011,4803882,164636,5213420,171469,5584793,173124,5730762,175810,6064037
"제주",서귀포시,50517,1478653,52815,1606768,54529,1712400,55593,1787320,56761,1921607
"기타",소계,10830,168003,8357,129599,7044,89495,5126,88284,4817,73210
