행정구역(시군구)별(1),행정구역(시군구)별(2),2017년 평균급여(백만원),2018년 평균급여(백만원),2019년 평균급여(백만원),2020년 평균급여(백만원),2021년 평균급여(백만원),2022년 평균급여_예측값(백만원)
경상북도,안동시,32.10769905175,33.26607518931756,33.77212446909942,34.54203568219741,35.43574983130904,36.819923
경상북도,영덕군,26.968634197988354,27.987655942219305,28.855212610941848,29.228354695265494,31.580980287693126,34.17014
경상북도,영양군,30.53565717940518,31.401498595067125,31.75059241706161,32.31537152580828,34.04481546572935,35.537952
경상북도,영주시,31.7351668034928,33.06338339222615,34.0869831657114,34.24056251997585,35.639429312581065,37.851555
경상북도,영천시,28.56700628350314,29.744983164983164,30.884953103173014,31.453578624038048,32.33776655988092,34.32623
경상북도,예천군,33.46740303961465,35.59218809252939,35.698073555166374,36.82465533395797,37.98802120835243,40.13971
경상북도,울릉군,36.02683178534572,37.40765842087428,38.02904564315353,38.795138888888886,38.72160708636508,39.89837
경상북도,울진군,35.666145303824194,37.008444000921166,37.935133108361455,39.59300688939921,41.17501114247512,43.95729
경상북도,의성군,26.15311418685121,27.590551917680077,28.046142622651832,28.431816133393426,30.99728260869565,33.032295
경상북도,청도군,27.98942337028374,30.001221747098352,30.60115491835922,31.03825896849846,33.00370518726217,35.360004
경상북도,청송군,27.820618963138184,28.986195158850222,28.793177737881507,29.95881712626996,31.299571774343697,32.966343
경상북도,칠곡군,31.503437847033528,32.43044987635533,32.51724305775269,32.53299242796735,34.50982945888829,35.565933
경상북도,포항시,37.74054078087386,39.512624801716896,40.04168871855705,40.513355398515074,42.57654882744137,44.564606
부산광역시,강서구,35.5417071419521,36.973787993466914,38.04725041992259,39.11786162872727,41.16252932975142,41.73489
부산광역시,금정구,34.625688797261354,35.705611342318605,36.39647650790791,36.91063196063196,37.769114504612496,39.460117
부산광역시,기장군,32.81226260483949,33.894535756842124,34.59545211435275,35.37069363019564,36.28978264318579,37.636333
부산광역시,남구,35.34471898951361,36.61262466689904,37.591564076234754,38.19106198506548,39.654105616433725,41.63425
부산광역시,동구,26.26559987749789,27.66247881512048,28.64081839702401,29.50321278385197,30.674922700334964,32.711906
부산광역시,동래구,34.92066603603706,36.32605582604481,37.38901511515035,38.09763370733487,39.75525772157001,41.715256
부산광역시,부산진구,30.623202365863964,31.72315009772752,32.30946196058058,32.918535820561225,33.84844144969048,35.447487
부산광역시,북구,31.61530125704378,32.74098624582604,33.32706113429904,33.861558994690824,34.757418036774006,35.955727
부산광역시,사상구,27.1689375,28.325564864178727,29.01907454096315,29.180463898144662,29.910893004539822,31.507277
부산광역시,사하구,29.439442032839764,30.077672161945557,30.74441840277778,31.229042313891497,32.39441338811787,33.558502
부산광역시,서구,30.14910805453781,31.45498959558491,32.41947587673945,33.23147739639401,35.22470722650671,37.763626
부산광역시,수영구,32.71610198970363,33.92842574021824,34.97115557664305,35.344914311509505,36.20851077253084,37.602272
부산광역시,연제구,34.03719786001156,35.306056993642144,36.3220250306343,37.03181704504404,38.19933653379363,39.769012
부산광역시,영도구,27.889862396660167,28.91904388275514,29.48501962556124,30.08197839681637,31.08661818387617,32.298855
부산광역시,중구,23.98743583850456,24.786277236903107,25.40420959015786,25.81400142146411,26.42341378618707,27.550589
부산광역시,해운대구,40.98605045548002,42.30205689017264,43.45254048834725,44.4895050285364,46.16943883554381,49.096138
울산광역시,남구,44.70150103211886,45.81575792615013,46.165787521978615,46.07737652903603,47.60660695209138,48.74392
울산광역시,동구,40.31718706654748,40.29783626017056,40.68889694731984,40.82345397311837,41.51196172248804,41.818825
울산광역시,북구,45.169121387871385,45.7113954427733,46.490088118281406,45.40238639820626,47.17470757007283,47.906338
울산광역시,울주군,38.73665713222939,39.78300908397996,39.85801476500256,40.29198256025191,41.6865060902139,43.03019
울산광역시,중구,41.61447447749196,42.54795947231722,43.31150008434,43.13684210526316,44.83012933915163,45.589096
경상남도,거제시,38.06812629007119,36.69781441929951,38.05205745760881,38.44147683516189,38.319954250138544,38.31029
경상남도,거창군,30.59666873150251,31.428627579430067,32.611014492753625,33.237006496751626,33.6121141881176,34.763977
경상남도,고성군,27.739838025453142,29.024237126509853,29.41621662736746,30.370481927710845,32.2073384697536,33.02489
경상남도,김해시,32.28333888106516,33.519136709148725,34.21632177179843,34.624584527220634,35.920422148221554,37.74648
경상남도,남해군,28.751333926189417,29.881655505543968,30.329047465980928,30.758765634611443,31.411453128123124,32.77064
경상남도,밀양시,28.29427521549504,29.84375213967819,30.812186784374894,31.01056338028169,32.41845339260034,34.654026
경상남도,사천시,32.74426661322186,34.53833554545198,36.15038542781115,36.32749366536795,37.47722290541624,40.009003
경상남도,산청군,29.36878881987577,30.146024464831804,30.758070594146464,30.784780749969464,31.822072348252604,33.193233
경상남도,양산시,31.54754050289568,32.59325907111178,33.48388640961102,34.032120371358445,35.39771679571843,36.507042
경상남도,의령군,29.49035047089702,30.927102238354507,31.143729997090485,32.49733096085409,33.18114789648692,34.727882
경상남도,진주시,34.664254555263085,36.42274818608239,37.10818105241443,37.51809007506255,38.5489417989418,40.63099
경상남도,창녕군,28.82210526315789,29.328044133538075,30.70907029478458,30.774506408036025,32.16975940993971,33.522156
경상남도,창원시,36.4599060312181,37.45716845454378,38.25335817034048,38.59541427132484,39.86709802879869,41.609783
경상남도,통영시,28.204712482468445,29.098556365643244,30.151312798363264,30.95390631739368,31.767896316822537,33.392506
경상남도,하동군,29.547486619792213,31.05580104819649,31.498358974358972,32.11901802361715,32.89660876757651,34.56407
경상남도,함안군,29.91919557930972,30.992396995219668,31.846645951380005,32.3439175642281,34.23394363496933,36.09875
경상남도,함양군,28.54481132075472,29.79809898393969,30.876806165043348,32.01792191167058,32.787502629917945,34.537537
경상남도,합천군,29.456623489713724,30.903106267029973,31.519921832591468,32.479189015232784,32.26468794470421,33.631878
